EID	massfeature_rows	str_row_ion	compounds	compound_names
E452	row736	row736_M-H2O+H[1+]	C14769;C14768;C04742;C14748;C14749;CE5016;C14778;C14770;C14771;C04805	8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$20-HETE; (5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoic acid; 20-Hydroxyeicosatetraenoic acid; 20-Hydroxyicosatetraenoic acid; 20-Hydroxy arachidonic acid$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$13,14-dihydroxy-retinol$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET; (5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid
E458	row1064;row893	row1064_M-H2O+H[1+];row893_M+H[1+]	C06424	Tetradecanoic acid; Tetradecanoate; Myristic acid
E465	row1496	row1496_M+Na[1+]	C17337;CE2206;CE2203	$24-oxo-1alpha,25-dihydroxyvitamin D3$25-hydroxyvitamin D3-26,23-lactol
E466	row1743	row1743_M+H[1+]	C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
E469	row1841	row1841_M+H[1+]	C11509	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
E471	row1453	row1453_M+Na[1+]	C05660	5-Methoxyindoleacetate
E477	row1122	row1122_M-H2O+H[1+]	C16014	cis-Stilbene oxide
E481	row1034;row968	row1034_M(C13)+H[1+];row968_M+H[1+]	C04483;C02528	3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid$Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol
E482	row1419	row1419_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E486	row208	row208_M-H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E488	row401;row501	row401_M+HCOOK[1+];row501_M+Na[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E489	row1891	row1891_M-H2O+H[1+]	CE2615	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E496	row1841	row1841_M-H2O+H[1+]	CE5022;CE5842;CE5835	$13'-hydroxy-alpha-tocopherol$
E499	row1007;row1092	row1007_M-H4O2+H[1+];row1092_M-H2O+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E504	row385	row385_M+H[1+]	C00318	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine
E525	row968	row968_M+H[1+]	C15517	Hyodeoxycholate; 6alpha-Hydroxylithocholate; 3alpha,6alpha-Dihydroxy-5beta-cholanic acid
E534	row1902	row1902_M+Na[1+]	C01829	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; L-Thyroxine; 3,5,3'5'-Tetraiodo-L-thyronine; Levothyroxin; T4
E537	row1279	row1279_M+Na[1+]	C00422	Triacylglycerol; Triglyceride
E538	row2176	row2176_M+Na[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E545	row901	row901_M+H[1+]	C00735;C05473;C01124;C05469	Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M$11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al$18-Hydroxycorticosterone$17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione; 5beta-Pregnane-17alpha,21-diol-3,11,20-trione; 4,5beta-Dihydrocortisone
E546	row1056	row1056_M+Na[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E551	row324	row324_M-H2O+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E553	row1033	row1033_M+H[1+]	C11149	
E567	row989	row989_M+Na[1+]	C01044	N-Formyl-L-aspartate
E576	row637	row637_M+H[1+]	CE1347	19-Hydroxydeoxycorticosterone
E578	row619;row655;row684	row619_M+H[1+];row655_M(C13)+H[1+];row684_M-H2O+H[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E580	row1019;row1148;row1642;row797	row1019_M+H[1+];row1148_M+HCOONa[1+];row1642_M(C13)+H[1+];row797_M[1+]	CE4854;adrncoa;C16169;CE4846	all-cis-10,13,16,19-docosatetraenoyl-CoA$adrenyl coenzyme A$(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA$trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA
E584	row1114	row1114_M+Na[1+]	hpdcacrn	heptadecanoyl carnitine
E585	row1742	row1742_M+H[1+]	CE5719	9'-carboxy-gama-chromanol
E586	row1137;row771	row1137_M+Na[1+];row771_M+NaCl[1+]	C14860	
E592	row1616;row1874;row1932	row1616_M-H2O+H[1+];row1874_M-H4O2+H[1+];row1932_M+H[1+]	C01176;17ahprgstrn;C05498;C03205	17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3,20-dione; Pregn-4-ene-3,20-dione-17-ol; 17alpha-Hydroxy-progesterone$17alpha-Hydroxyprogesterone$11beta-Hydroxyprogesterone$11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC
E593	row392	row392_M+H[1+]	CE5845	5'-carboxy-alpha-chromanol
E598	row503;row543	row503_M+H+Na[2+];row543_M+H[1+]	C01712	(9E)-Octadecenoic acid; 9-Octadecenoic acid, (E)-; (E)-Oleic acid; D9-trans-Octadecenoic acid; 9-trans-Octadecenoic acid; trans-D9-Octadecenoic acid; trans-9-Octadecenoic acid; trans-Elaidic acid; trans-Oleic acid; Elaidic acid; Acide elaidique; Elaidinsaure
E599	row211	row211_M-H2O+H[1+]	C01189;C03845;C00187;CE2315;C03091	5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol; Cholest-5-en-3beta-ol$cholesta-8(9)-en-3beta-ol$5beta-Cholestan-3-one; Coprostan-3-one
E605	row1192;row753	row1192_M-H2O+H[1+];row753_M[1+]	C03640	Sphingosyl-phosphocholine
E606	row745	row745_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E608	row1011	row1011_M+Na[1+]	CE5560	glycolithocholate
E618	row1056;row963	row1056_M+H[1+];row963_M+H2O+H[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E629	row795	row795_M+Na[1+]	C00370	Sterol
E631	row435	row435_M+Na[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E634	row1056;row963	row1056_M-H2O+H[1+];row963_M+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E639	row1272	row1272_M+H[1+]	C06205	1,2-Dihydronaphthalene-1,2-diol
E640	row142;row171;row202	row142_M+Na[1+];row171_M+H[1+];row202_M(C13)+H[1+]	C00486	Bilirubin
E641	row1676;row1692	row1676_M+H[1+];row1692_M-H2O+H[1+]	C00319;C02934	Sphingosine; Sphingenine; Sphingoid; Sphing-4-enine$3-Dehydrosphinganine; 3-Dehydro-D-sphinganine
E646	row1909	row1909_M+Na[1+]	C00294	Inosine
E657	row25	row25_M+H[1+]	CE2321;C05107	cholesta-5,7,24-trien-3beta-ol$7-Dehydrodesmosterol
E658	row1892	row1892_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E661	row2089	row2089_M-H2O+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E672	row1676;row1692	row1676_M-H2O+H[1+];row1692_M-H4O2+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E679	row305	row305_M+Na[1+]	CE5730	
E682	row728	row728_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E683	row437;row574	row437_M[1+];row574_M+H[1+]	C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
E685	row1700	row1700_M-H2O+H[1+]	mn;C00611	beta-1,4-mannose-N-acetylglucosamine$N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine
E686	row1301	row1301_M+Na[1+]	c226crn	cervonyl carnitine
E687	row51;row80	row51_M+Na[1+];row80_M+H[1+]	C00763;CE4788;C00148	D-Proline$acetamidopropanal$L-Proline; 2-Pyrrolidinecarboxylic acid
E688	row2173	row2173_M-H2O+H[1+]	C00780	3-(2-Aminoethyl)-1H-indol-5-ol; Serotonin; 5-Hydroxytryptamine; Enteramine
E689	row660;row668;row670	row660_M+H[1+];row668_M-H4O2+H[1+];row670_M-H2O+H[1+]	CE2006;CE6506	$
E690	row107	row107_M+H[1+]	stcrn	stearoylcarnitine
E694	row529	row529_M+Na[1+]	C00756	1-Octanol
E695	row1272	row1272_M-H2O+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E703	row445	row445_M+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E705	row1543	row1543_M-H2O+H[1+]	tymsf	Tyramine O-sulfate
E707	row1874	row1874_M+Na[1+]	C01034;C00619	3-Oxo-delta5-steroid$3-Oxo-delta4-steroid
E714	row1314	row1314_M-H2O+H[1+]	C00695	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid
E718	row1391;row1856	row1391_M-H2O+H[1+];row1856_M+NaCl[1+]	C01802;C00599;C05439;C05437;C01164;C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol$Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one$5alpha-Cholesta-7,24-dien-3beta-ol$Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol$Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3$Vitamin D3; Cholecalciferol
E729	row1598	row1598_M+H[1+]	CE1395	
E730	row1986	row1986_M+Na[1+]	CE2204	25-hydroxyvitamin D3-26,23-lactone
E732	row1715;row2048	row1715_M+H[1+];row2048_M(C13)+H[1+]	C11135;ahandrostanglc;C11136;andrstrnglc;5adtststeroneglc	Androsterone glucuronide; Androsterone 3-glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$androsterone glucuronide$5alpha-Dihydrotestosterone glucuronide
E742	row658	row658_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E753	row25	row25_M-H2O+H[1+]	C05455;C01561	7alpha-Hydroxycholest-4-en-3-one$Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous
E757	row11;row15	row11_M+Na[1+];row15_M+H[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E758	row1448	row1448_M+H[1+]	C04409	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate
