EID	massfeature_rows	str_row_ion	compounds	compound_names
E509	row172	row172_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E511	row624;row719	row624_M+Na[1+];row719_M+2H[2+]	C00219	(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid
E516	row605	row605_M+Na[1+]	C05301;CE2179;C05141;hestratriol	2-Hydroxyestradiol-17beta; 2-OH-Estradiol$4-hydroxy-17beta-estradiol$Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol$4,17 dihydroxy estradiol
E517	row1880	row1880_M-H2O+H[1+]	C04520;C01272;C11555;C04477	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,3,4,5-tetrakisphosphate; D-myo-Inositol 1,3,4,5-tetrakisphosphate; Inositol 1,3,4,5-tetrakisphosphate$1D-myo-Inositol 1,4,5,6-tetrakisphosphate; D-myo-Inositol 1,4,5,6-tetrakisphosphate; Inositol 1,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate
E521	row1342	row1342_M+H[1+]	CE2102	lipoyllysine
E524	row1181;row1453	row1181_M-H2O+H[1+];row1453_M+H[1+]	C14762;C14825;C14826	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid
E528	row923	row923_M-H2O+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E534	row1092;row807	row1092_M+H[1+];row807_M+H2O+H[1+]	retinol-cis-13;retinol-cis-11;CE5590;CE1754	cis-13-retinol$cis-11-retinol$13-cis-retinol$9-cis-retinol
E544	row319	row319_M+Na[1+]	C00795;C13747;C00221;C00095;C00267;C07480;C00137;C00738;C00962;C00247;C00984;C00936;C01582;C00159;C02336;C00293;C00124;C00031	D-Tagatose; lyxo-Hexulose$1,7-Dimethylxanthine; Paraxanthine$beta-D-Glucose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$alpha-D-Glucose$$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$D-Hexose$beta-D-Galactose$L-Sorbose; L-xylo-Hexulose$alpha-D-Galactose$$Galactose$D-Mannose; Mannose; Seminose; Carubinose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$Glucose$D-Galactose$D-Glucose; Grape sugar; Dextrose
E546	row322	row322_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E552	row436;row807	row436_M+H+Na[2+];row807_M+Na[1+]	C00712;C01712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid$(9E)-Octadecenoic acid; 9-Octadecenoic acid, (E)-; (E)-Oleic acid; D9-trans-Octadecenoic acid; 9-trans-Octadecenoic acid; trans-D9-Octadecenoic acid; trans-9-Octadecenoic acid; trans-Elaidic acid; trans-Oleic acid; Elaidic acid; Acide elaidique; Elaidinsaure
E554	row478	row478_M+H[1+]	C15517	Hyodeoxycholate; 6alpha-Hydroxylithocholate; 3alpha,6alpha-Dihydroxy-5beta-cholanic acid
E557	row1155	row1155_M-H2O+H[1+]	C13856	2-Arachidonoylglycerol; 2-Arachidonoyl-sn-glycerol
E566	row1412;row1511;row1789	row1412_M+H[1+];row1511_M(C13)+H[1+];row1789_M+Na[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E574	row279	row279_M-H2O+H[1+]	C01753;CE2314;C15915	Sitosterol; beta-Sitosterol$4,4-dimethylcholesta-8(9)-en-3beta-ol$4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
E576	row1578	row1578_M-H2O+H[1+]	C00780	3-(2-Aminoethyl)-1H-indol-5-ol; Serotonin; 5-Hydroxytryptamine; Enteramine
E581	row436	row436_M+Na[1+]	C00756	1-Octanol
E590	row789	row789_M+Na[1+]	CE5707	11-hydroxyeicosatetraenoate glyceryl ester
E594	row611;row631;row681;row697	row611_M-H4O2+H[1+];row631_M-H2O+H[1+];row681_M+Na[1+];row697_M+H[1+]	C01595	Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid
E595	row1034;row1213;row2077	row1034_M-H2O+H[1+];row1213_M+Na[1+];row2077_M+H[1+]	C06124	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate
E597	row971	row971_M-H2O+H[1+]	C15781;C04453;C05103;C15777	24-Methylenecholesterol$4alpha-Methyl-5alpha-cholest-7-en-3-one$$Episterol
E598	row1185	row1185_M+H[1+]	C11149	
E600	row1004;row1510;row1803;row2207	row1004_M+H[1+];row1510_M(C13)+H[1+];row1803_M-H2O+H[1+];row2207_M-H4O2+H[1+]	C01530	Octadecanoic acid; Stearate; Stearic acid
E601	row502	row502_M-H2O+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E610	row257;row424	row257_M-H4O2+H[1+];row424_M-H2O+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E611	row1403	row1403_M-H2O+H[1+]	C00695	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid
E615	row2057;row2211;row2216;row893	row2057_M(C13)+H[1+];row2211_M+H[1+];row2216_M[1+];row893_M+HCOONa[1+]	adrncoa;CE4854;C16169;CE4846	adrenyl coenzyme A$all-cis-10,13,16,19-docosatetraenoyl-CoA$(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA$trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA
E619	row1027;row1069;row866	row1027_M-H2O+H[1+];row1069_M(C13)+H[1+];row866_M+H[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E624	row257;row424	row257_M-H2O+H[1+];row424_M+H[1+]	C00319;C02934	Sphingosine; Sphingenine; Sphingoid; Sphing-4-enine$3-Dehydrosphinganine; 3-Dehydro-D-sphinganine
E625	row1006	row1006_M+H[1+]	CE5719	9'-carboxy-gama-chromanol
E628	row1648;row2169	row1648_M-H2O+H[1+];row2169_M[1+]	C03640	Sphingosyl-phosphocholine
E632	row961	row961_M-H2O+H[1+]	CE5022;CE5842;CE5835	$13'-hydroxy-alpha-tocopherol$
E634	row1142;row153	row1142_M+H[1+];row153_M+Na[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E642	row332	row332_M+Na[1+]	C05476	Tetrahydrocorticosterone
E649	row1438	row1438_M+H[1+]	stcrn	stearoylcarnitine
E658	row823	row823_M+H[1+]	C11509	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
E659	row1812	row1812_M+Na[1+]	C00756	1-Octanol
E669	row1648	row1648_M+Na[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E672	row993	row993_M+Na[1+]	C00299	Uridine
E674	row1338;row956	row1338_M+Na[1+];row956_M-HCOOH+H[1+]	C11174;C11526	1-Diphosinositol pentakisphosphate; D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate); Diphospho-myo-inositol pentakisphosphate$5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate
E680	row1219;row1461	row1219_M-H2O+H[1+];row1461_M-H4O2+H[1+]	C05489;C05474;C05471	11beta,17alpha,21-Trihydroxypregnenolone$3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al$11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione
E682	row844	row844_M-H2O+H[1+]	C00780	3-(2-Aminoethyl)-1H-indol-5-ol; Serotonin; 5-Hydroxytryptamine; Enteramine
E684	row1246;row2199	row1246_M+H[1+];row2199_M(C13)+H[1+]	C05332;C02846	Phenethylamine; 2-Phenylethylamine; beta-Phenylethylamine; Phenylethylamine$N,N-Dimethylaniline; Dimethylaminobenzene; N,N-Dimethylbenzenamine
E688	row1700	row1700_M-H2O+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E690	row1287	row1287_M+H[1+]	C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
E698	row1607	row1607_M+Na[1+]	CE5847	9'-carboxy-gama-tocotrienol
E699	row174;row283;row384	row174_M-H2O+H[1+];row283_M+H[1+];row384_M-H4O2+H[1+]	C01176;17ahprgstrn;C05498;C03205	17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3,20-dione; Pregn-4-ene-3,20-dione-17-ol; 17alpha-Hydroxy-progesterone$17alpha-Hydroxyprogesterone$11beta-Hydroxyprogesterone$11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC
E703	row1013	row1013_M+H[1+]	C04814;C02477	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol$alpha-Tocopherol; Vitamin E
E704	row300	row300_M-H2O+H[1+]	tymsf	Tyramine O-sulfate
E706	row1198;row507	row1198_M+Na[1+];row507_M(C13)+2H[2+]	CE0328;crvnc	$cervonic acid, C22:6 n-3
E707	row260	row260_M-H2O+H[1+]	CE5794	neuromedin B
E714	row794	row794_M+H[1+]	C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane
E716	row97	row97_M+Na[1+]	C03078	4-Guanidinobutanamide
E719	row1934;row2072	row1934_M+H[1+];row2072_M(C13)+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E723	row1181	row1181_M+Na[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E725	row1651;row926	row1651_M+HCOOK[1+];row926_M+Na[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E726	row2008	row2008_M+H[1+]	C01120	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate
E727	row1984	row1984_M+Na[1+]	CE5082	N-acetyl-L-cystathionine
E732	row1049	row1049_M+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E733	row232;row276	row232_M-H2O+H[1+];row276_M-H4O2+H[1+]	C04373;C03917;C04295;C05293;C00523	3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
E737	row191	row191_M+Na[1+]	CE5730	
E742	row1195	row1195_M+Na[1+]	C03087	5-Acetamidopentanoate
E746	row1219;row1461;row1830;row2088	row1219_M+H[1+];row1461_M-H2O+H[1+];row1830_M-H4O2+H[1+];row2088_M(C13)+H[1+]	C05488;C02140;C05477;C05497	11-Deoxycortisol; Cortodoxone$Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H$21-Hydroxy-5beta-pregnane-3,11,20-trione$21-Deoxycortisol; 4-Pregnene-11beta,17alpha-diol-3,20-dione; 11beta,17alpha-Dihydroxyprogesterone
E749	row937	row937_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E750	row1196;row827	row1196_M+H[1+];row827_M[1+]	C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
E754	row1176	row1176_M+Na[1+]	C17337;CE2206;CE2203	$24-oxo-1alpha,25-dihydroxyvitamin D3$25-hydroxyvitamin D3-26,23-lactol
E755	row1621	row1621_M+H[1+]	CE7074	13'-hydroxy-gama-tocotrienol
E756	row1767	row1767_M+Na[1+]	CE2890	dynorphin A (6-8)
E757	row542	row542_M+Na[1+]	C01530	Octadecanoic acid; Stearate; Stearic acid
E758	row1965;row2228	row1965_M+H[1+];row2228_M(C13)+H[1+]	ahandrostanglc;C11135;C11136;andrstrnglc;5adtststeroneglc	Etiocholan-3alpha-ol-17-one 3-glucuronide$Androsterone glucuronide; Androsterone 3-glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$androsterone glucuronide$5alpha-Dihydrotestosterone glucuronide
E768	row1262;row781;row860;row946	row1262_M+H[1+];row781_M-H4O2+H[1+];row860_M-HCOOH+H[1+];row946_M-H2O+H[1+]	CE2006;CE6506	$
