EID	massfeature_rows	str_row_ion	compounds	compound_names
E486	row1483	row1483_M+Na[1+]	C00795;C13747;C00221;C00267;C07480;C00137;C00738;C00247;C00095;C00962;C01582;C00984;C00031;C00159;C00936;C02336;C00293;C00124	D-Tagatose; lyxo-Hexulose$1,7-Dimethylxanthine; Paraxanthine$beta-D-Glucose$alpha-D-Glucose$$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$D-Hexose$L-Sorbose; L-xylo-Hexulose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$beta-D-Galactose$Galactose$alpha-D-Galactose$D-Glucose; Grape sugar; Dextrose$D-Mannose; Mannose; Seminose; Carubinose$$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$Glucose$D-Galactose
E487	row1183	row1183_M+H[1+]	CE2102	lipoyllysine
E493	row352;row425	row352_M+H[1+];row425_M(C13)+H[1+]	C04230	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine
E495	row1271;row1577	row1271_M(C13)+H[1+];row1577_M+H[1+]	C04483;C02528	3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid$Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol
E497	row1104;row1155;row1225;row1301	row1104_M(C13)+H[1+];row1155_M-H4O2+H[1+];row1225_M-H2O+H[1+];row1301_M+H[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E498	row980	row980_M+Na[1+]	C05520;C01042;C01045	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid$N-Acetyl-L-aspartate$N-Formyl-L-glutamate
E499	row763	row763_M+Na[1+]	CE5082	N-acetyl-L-cystathionine
E504	row1854	row1854_M+Na[1+]	CE2890	dynorphin A (6-8)
E506	row1112;row1860;row91	row1112_M+H2O+H[1+];row1860_M+2H[2+];row91_M+H[1+]	CE5014	anhydroretinol
E507	row2118	row2118_M+H[1+]	CE5845	5'-carboxy-alpha-chromanol
E508	row369	row369_M+Na[1+]	tetpent3crn;tetpent6crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E513	row46;row57	row46_M-H4O2+H[1+];row57_M-H2O+H[1+]	C05489;C05474;C05471	11beta,17alpha,21-Trihydroxypregnenolone$3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al$11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione
E518	row1773	row1773_M+H[1+]	C06205	1,2-Dihydronaphthalene-1,2-diol
E519	row1342	row1342_M+H[1+]	C04814;C02477	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol$alpha-Tocopherol; Vitamin E
E525	row311	row311_M-H2O+H[1+]	C03845;C01189;CE2315;C03091;C00187	5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$5alpha-Cholest-7-en-3beta-ol; Lathosterol$cholesta-8(9)-en-3beta-ol$5beta-Cholestan-3-one; Coprostan-3-one$Cholesterol; Cholest-5-en-3beta-ol
E542	row373;row414;row571	row373_M+H[1+];row414_M(C13)+H[1+];row571_M+Na[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E544	row1676;row965	row1676_M+H[1+];row965_M-H2O+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E552	row1314	row1314_M+Na[1+]	C00777;C15493	Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid$9-cis-Retinoic acid
E555	row568	row568_M+Na[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E557	row353	row353_M-H2O+H[1+]	CE5022;CE5842;CE5835	$13'-hydroxy-alpha-tocopherol$
E563	row1168	row1168_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E573	row124	row124_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E575	row2086;row2213;row2230	row2086_M+H[1+];row2213_M(C13)+H[1+];row2230_M+H2O+H[1+]	CE4980	Prostaglandin PGE2 glyceryl ester
E577	row469	row469_M+H[1+]	C00486	Bilirubin
E580	row1043	row1043_M+Na[1+]	CE5707	11-hydroxyeicosatetraenoate glyceryl ester
E583	row2117;row2167	row2117_M-H4O2+H[1+];row2167_M-H2O+H[1+]	CE1059	
E585	row1107;row2159	row1107_M+Na[1+];row2159_M(C13)+2H[2+]	crvnc;CE0328	cervonic acid, C22:6 n-3$
E591	row49	row49_M+Na[1+]	CE5560	glycolithocholate
E601	row1756;row1893	row1756_M+NaCl[1+];row1893_M+Na[1+]	C14860	
E603	row1740;row1916;row1970	row1740_M+H+Na[2+];row1916_M-H2O+H[1+];row1970_M+H[1+]	C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
E610	row305	row305_M-H2O+H[1+]	CE4844	3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA
E617	row121;row59	row121_M(C13)+H[1+];row59_M+H[1+]	C02838	L-Octanoylcarnitine
E619	row57	row57_M+H[1+]	CE1347	19-Hydroxydeoxycorticosterone
E625	row1112;row1160;row889;row91	row1112_M+H[1+];row1160_M(C13)+H[1+];row889_M+H2O+H[1+];row91_M-H2O+H[1+]	C00899;C00473	11-cis-Retinol$Retinol; all-trans-Retinol; Vitamin A; Vitamin A1
E631	row1740;row1907;row1923;row1939	row1740_M+H[1+];row1907_M(C13)+H[1+];row1923_M-H2O+H[1+];row1939_M+H2O+H[1+]	C02759;C11409;C02452;C00964	$(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol
E632	row1006	row1006_M+H[1+]	C00735;C05473;C05469;C01124	Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M$11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al$17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione; 5beta-Pregnane-17alpha,21-diol-3,11,20-trione; 4,5beta-Dihydrocortisone$18-Hydroxycorticosterone
E636	row270;row305;row313;row637	row270_M[1+];row305_M+H[1+];row313_M+HCOONa[1+];row637_M(C13)+H[1+]	CE4854;adrncoa;C16169;CE4846	all-cis-10,13,16,19-docosatetraenoyl-CoA$adrenyl coenzyme A$(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA$trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA
E640	row346;row361	row346_M[1+];row361_M+H[1+]	C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
E648	row1106;row567;row735	row1106_M(C13)+H[1+];row567_M[1+];row735_M+H[1+]	eicostetcrn;arachdcrn	Eicosatetranoyl carnitine$C20:4 carnitine
E649	row895	row895_M+Na[1+]	C01829	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; L-Thyroxine; 3,5,3'5'-Tetraiodo-L-thyronine; Levothyroxin; T4
E651	row21;row32	row21_M-H2O+H[1+];row32_M-H4O2+H[1+]	C05487;C05475;C05478	17alpha,21-Dihydroxypregnenolone$11beta,21-Dihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,21-diol-3,20-dione$3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione; 5beta-Pregnane-3alpha,21-diol-11,20-dione
E652	row914	row914_M-H2O+H[1+]	C01753;CE2314;C15915	Sitosterol; beta-Sitosterol$4,4-dimethylcholesta-8(9)-en-3beta-ol$4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
E653	row2235	row2235_M-H2O+H[1+]	mn;C00611	beta-1,4-mannose-N-acetylglucosamine$N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine
E665	row1001	row1001_M+Na[1+]	C05301;CE2179;hestratriol;C05141	2-Hydroxyestradiol-17beta; 2-OH-Estradiol$4-hydroxy-17beta-estradiol$4,17 dihydroxy estradiol$Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol
E666	row988	row988_M-H2O+H[1+]	CE5794	neuromedin B
E667	row1349;row1595;row1718;row2190	row1349_M-H4O2+H[1+];row1595_M+H[1+];row1718_M-H2O+H[1+];row2190_M-HCOOH+H[1+]	CE2006;CE6506	$
E671	row32	row32_M+Na[1+]	C04373;C04295;C05293;C00523;C03917	3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one
E673	row305	row305_M+Na[1+]	CE2243;CE5151;C03595	trans-eicos-2-enoyl-CoA$11-cis-eicosenoyl-CoA$8,11,14-Eicosatrienoyl-CoA; 8,11,14-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosatrienoyl-CoA
E675	row388	row388_M+Na[1+]	C14765;CE5526;CE5527	13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid$$
E680	row1257	row1257_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E688	row1448	row1448_M-H2O+H[1+]	C01789;C08825	Campesterol$Lophenol; 4-Methylcholest-7-en-3-ol; 4alpha-Methyl-5alpha-cholest-7-en-3beta-ol
E692	row852	row852_M-H2O+H[1+]	C04520;C11555;C01272;C04477	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,4,5,6-tetrakisphosphate; D-myo-Inositol 1,4,5,6-tetrakisphosphate; Inositol 1,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,3,4,5-tetrakisphosphate; D-myo-Inositol 1,3,4,5-tetrakisphosphate; Inositol 1,3,4,5-tetrakisphosphate$1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate
E696	row790	row790_M-H2O+H[1+]	C08261	
E698	row1740;row2115	row1740_M+2H[2+];row2115_M+Na[1+]	C00219	(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid
E701	row139	row139_M+H[1+]	C11509	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
E703	row35	row35_M+Na[1+]	C03078	4-Guanidinobutanamide
E706	row1400;row1914	row1400_M(C13)+H[1+];row1914_M+H[1+]	C04230	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine
E707	row10	row10_M+H[1+]	C00318	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine
E710	row209;row428	row209_M+Na[1+];row428_M+K[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E715	row2187	row2187_M-H2O+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E720	row1984	row1984_M+Na[1+]	CE5847	9'-carboxy-gama-tocotrienol
E737	row310;row344	row310_M+H[1+];row344_M+Na[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E743	row1660;row1918	row1660_M-H2O+H[1+];row1918_M-H4O2+H[1+]	C05580	3,4-Dihydroxymandelate
E746	row1298	row1298_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E749	row1485	row1485_M+H[1+]	C17337;CE2203;CE2206	$25-hydroxyvitamin D3-26,23-lactol$24-oxo-1alpha,25-dihydroxyvitamin D3
E757	row1298;row1426;row1794	row1298_M-NH3+H[1+];row1426_M-HCOOH+H[1+];row1794_M+H[1+]	C00078;C00525	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid$D-Tryptophan
E759	row1579	row1579_M-H2O+H[1+]	tymsf	Tyramine O-sulfate
E760	row2191	row2191_M+Na[1+]	C00422	Triacylglycerol; Triglyceride
