EID	massfeature_rows	str_row_ion	compounds	compound_names
E556	row101	row101_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E557	row699	row699_M+H[1+]	C11149	
E560	row1005;row587	row1005_M+H[1+];row587_M+H2O+H[1+]	C06427;C06426	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid
E564	row1473	row1473_M+Na[1+]	C03087	5-Acetamidopentanoate
E569	row1501	row1501_M-H2O+H[1+]	CE5840;CE5838	$
E572	row124	row124_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E579	row608	row608_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E581	row1682	row1682_M+Na[1+]	C00294	Inosine
E584	row1112;row996	row1112_M+H[1+];row996_M(C13)+H[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E589	row1433;row1649;row1995;row936	row1433_M-H2O+H[1+];row1649_M(C13)+H[1+];row1995_M+H[1+];row936_M-H4O2+H[1+]	C01530	Octadecanoic acid; Stearate; Stearic acid
E593	row1193;row1358;row2145;row2206	row1193_M-H2O+H[1+];row1358_M+H2O+H[1+];row2145_M+H[1+];row2206_M(C13)+H[1+]	C00899;C00473	11-cis-Retinol$Retinol; all-trans-Retinol; Vitamin A; Vitamin A1
E594	row164	row164_M+Na[1+]	C00756	1-Octanol
E597	row1081	row1081_M+Na[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E600	row277	row277_M+Na[1+]	C05301;CE2179;hestratriol;C05141	2-Hydroxyestradiol-17beta; 2-OH-Estradiol$4-hydroxy-17beta-estradiol$4,17 dihydroxy estradiol$Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol
E601	row162	row162_M+Na[1+]	c226crn	cervonyl carnitine
E603	row447	row447_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E604	row781	row781_M+Na[1+]	C05476	Tetrahydrocorticosterone
E605	row608;row637;row756	row608_M+H[1+];row637_M(C13)+H[1+];row756_M-HCOOH+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E608	row238	row238_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E610	row767	row767_M+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E611	row1816	row1816_M+Na[1+]	C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate
E615	row393;row679	row393_M(C13)+H[1+];row679_M+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E623	row1459;row870	row1459_M-H2O+H[1+];row870_M+H[1+]	C06424	Tetradecanoic acid; Tetradecanoate; Myristic acid
E625	row1539;row1701;row1789;row2078	row1539_M(C13)+H[1+];row1701_M-H2O+H[1+];row1789_M+H[1+];row2078_M+H2O+H[1+]	C02759;C11409;C02452;C00964	$(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol
E632	row1093;row1854	row1093_M-H4O2+H[1+];row1854_M-H2O+H[1+]	C05487;C05475;C05478	17alpha,21-Dihydroxypregnenolone$11beta,21-Dihydroxy-5beta-pregnane-3,20-dione; 5beta-Pregnane-11beta,21-diol-3,20-dione$3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione; 5beta-Pregnane-3alpha,21-diol-11,20-dione
E635	row1794	row1794_M-H2O+H[1+]	C00695	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid; Cholic acid
E637	row1576	row1576_M-H2O+H[1+]	CE5021	
E638	row204	row204_M-H2O+H[1+]	C01753;CE2314;C15915	Sitosterol; beta-Sitosterol$4,4-dimethylcholesta-8(9)-en-3beta-ol$4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
E643	row1119	row1119_M+H[1+]	C14762;C14825;C14826	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid
E646	row1126;row1728	row1126_M-H2O+H[1+];row1728_M[1+]	C03640	Sphingosyl-phosphocholine
E648	row276	row276_M+Na[1+]	C05660	5-Methoxyindoleacetate
E652	row1269;row1445;row1483;row2197	row1269_M-CO+H[1+];row1445_M-H2O+H[1+];row1483_M+H[1+];row2197_M+H2O+H[1+]	C02759;C11409;C02452;C00964	$(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol
E653	row1193;row1358;row1483;row2145;row866	row1193_M-H4O2+H[1+];row1358_M+H[1+];row1483_M+2H[2+];row2145_M-H2O+H[1+];row866_M(C13)+H[1+]	C00219	(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid
E656	row1465;row1614;row1635;row2031	row1465_M-H4O2+H[1+];row1614_M-H2O+H[1+];row1635_M+H[1+];row2031_M+Na[1+]	C01595	Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid
E666	row1527	row1527_M+Na[1+]	C05947	L-erythro-4-Hydroxyglutamate
E669	row429;row604	row429_M-H4O2+H[1+];row604_M-H2O+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E675	row264	row264_M-H2O+H[1+]	CE1556	N-acetyl-L-asparagine
E676	row1045	row1045_M-H2O+H[1+]	CE5022;CE5842;CE5835	$13'-hydroxy-alpha-tocopherol$
E678	row1827	row1827_M+Na[1+]	CE2204	25-hydroxyvitamin D3-26,23-lactone
E687	row1756;row1894;row1925	row1756_M(C13)+H[1+];row1894_M-H2O+H[1+];row1925_M+H[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E689	row1093	row1093_M+Na[1+]	C04373;C03917;C04295;C05293;C00523	3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
E691	row611	row611_M+Na[1+]	C01044	N-Formyl-L-aspartate
E692	row753	row753_M+H[1+]	stcrn	stearoylcarnitine
E695	row1230;row1835	row1230_M+NaCl[1+];row1835_M+Na[1+]	C14860	
E696	row422	row422_M-H2O+H[1+]	C00670	sn-glycero-3-Phosphocholine; Glycerophosphocholine
E703	row970	row970_M+H[1+]	C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane
E704	row1193;row1445;row2145	row1193_M+H[1+];row1445_M+2H[2+];row2145_M+H2O+H[1+]	CE5014	anhydroretinol
E707	row1126	row1126_M+Na[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E708	row343	row343_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E713	row2011	row2011_M+H[1+]	CE2321;C05107	cholesta-5,7,24-trien-3beta-ol$7-Dehydrodesmosterol
E715	row1104;row1215	row1104_M+NaCl[1+];row1215_M-H2O+H[1+]	C01802;C00599;C05439;C05437;C01164;C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol$Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one$5alpha-Cholesta-7,24-dien-3beta-ol$Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol$Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3$Vitamin D3; Cholecalciferol
E731	row558	row558_M+H[1+]	pcrn	propionyl-carnitine
E734	row1731;row1789	row1731_M+H[1+];row1789_M+H+Na[2+]	C01712	(9E)-Octadecenoic acid; 9-Octadecenoic acid, (E)-; (E)-Oleic acid; D9-trans-Octadecenoic acid; 9-trans-Octadecenoic acid; trans-D9-Octadecenoic acid; trans-9-Octadecenoic acid; trans-Elaidic acid; trans-Oleic acid; Elaidic acid; Acide elaidique; Elaidinsaure
E735	row1901	row1901_M-H2O+H[1+]	CE5022;CE5842;CE5835	$13'-hydroxy-alpha-tocopherol$
E738	row937	row937_M-H2O+H[1+]	C04520;C11555;C01272;C04477	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,4,5,6-tetrakisphosphate; D-myo-Inositol 1,4,5,6-tetrakisphosphate; Inositol 1,4,5,6-tetrakisphosphate$1D-myo-Inositol 1,3,4,5-tetrakisphosphate; D-myo-Inositol 1,3,4,5-tetrakisphosphate; Inositol 1,3,4,5-tetrakisphosphate$1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate
E740	row1403	row1403_M+H[1+]	CE2102	lipoyllysine
E746	row173	row173_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E747	row662	row662_M+H[1+]	C00262	Hypoxanthine; Purine-6-ol
E751	row1241	row1241_M-H2O+H[1+]	C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid
E753	row1038	row1038_M-H2O+H[1+]	C00780	3-(2-Aminoethyl)-1H-indol-5-ol; Serotonin; 5-Hydroxytryptamine; Enteramine
E757	row1336;row1500;row1859	row1336_M-H4O2+H[1+];row1500_M+H[1+];row1859_M-H2O+H[1+]	CE2006;CE6506	$
E759	row213	row213_M+H[1+]	C01034;C00619	3-Oxo-delta5-steroid$3-Oxo-delta4-steroid
E760	row101;row143;row310	row101_M-NH3+H[1+];row143_M-HCOOH+H[1+];row310_M+H[1+]	C00078;C00525	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid$D-Tryptophan
E766	row1887	row1887_M+H[1+]	CE5719	9'-carboxy-gama-chromanol
E767	row2195	row2195_M+Na[1+]	C04654;C00696;C00427;C02198;C06315;C04853;C01312;C04671;C06314;C00584	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate$(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; Prostaglandin D2$Prostaglandin H2; (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate$Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid$Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid$20-OH-Leukotriene B4; 20-OH-LTB4; 20-Hydroxy-leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14-tetraenoate$Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol$(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate$Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid$Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; Dinoprostone
E768	row1114;row1632	row1114_M+Na[1+];row1632_M(C13)+2H[2+]	crvnc;CE0328	cervonic acid, C22:6 n-3$
